group,annotator_id,mr_id,mr,sys_name,sys_output,fine_score,coarse_label,trust,anomaly_note,peer_mean,peer_scores
C,annotator_105,289,"name[The Phoenix], eatType[pub], food[French], priceRange[high], customer rating[3 out of 5], area[riverside], familyFriendly[no], near[Crowne Plaza Hotel]",zhaw2,The Phoenix is a pub that serves French food in the riverside area near Crowne Plaza Hotel. It has a high price range and a customer rating of 3 out of 5. It is not child friendly.,69.0,ok,0.7098,label mismatch worker: fine score=69.0,100.0,"100,100"
C,annotator_105,293,"name[The Phoenix], eatType[pub], food[French], priceRange[less than £20], customer rating[average], area[riverside], familyFriendly[no], near[Crowne Plaza Hotel]",harv,"The French pub, The Phoenix, is located in the riverside area near the Crowne Plaza Hotel. It has an average customer rating and is not family-friendly. The price range is less than £20.",97.0,ok,0.7098,label mismatch worker: fine score=97.0,98.0,"100,96"
C,annotator_105,293,"name[The Phoenix], eatType[pub], food[French], priceRange[less than £20], customer rating[average], area[riverside], familyFriendly[no], near[Crowne Plaza Hotel]",sheff2,The Phoenix is a pub near Crowne Plaza Hotel that serves French food for a price range of less than £20.,94.0,added,0.7098,label mismatch worker: fine score=94.0,85.0,"100,70"
C,annotator_105,293,"name[The Phoenix], eatType[pub], food[French], priceRange[less than £20], customer rating[average], area[riverside], familyFriendly[no], near[Crowne Plaza Hotel]",tgen,The Phoenix is a french pub near Crowne Plaza Hotel in the riverside area. It is not family-friendly and has an average customer rating and a price range less than £20.,14.0,missing,0.7098,label mismatch worker: fine score=14.0,100.0,"100,100"
C,annotator_105,293,"name[The Phoenix], eatType[pub], food[French], priceRange[less than £20], customer rating[average], area[riverside], familyFriendly[no], near[Crowne Plaza Hotel]",zhaw1,In the riverside area near Crowne Plaza Hotel is a pub called The Phoenix. It serves French food and has an average customer rating. It is not family-friendly and has a price range of less than £20.,53.0,ok,0.7098,label mismatch worker: fine score=53.0,96.67,"100,90,100"
C,annotator_105,293,"name[The Phoenix], eatType[pub], food[French], priceRange[less than £20], customer rating[average], area[riverside], familyFriendly[no], near[Crowne Plaza Hotel]",zhaw2,The Phoenix is a pub that serves French food in the less than £20 price range. It is located in the riverside area near Crowne Plaza Hotel. It has an average customer rating and is not family-friendly.,53.0,missing,0.7098,label mismatch worker: fine score=53.0,100.0,"100,100,100"
C,annotator_105,325,"name[The Phoenix], eatType[restaurant], food[French], priceRange[£20-25], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]",sheff1,The Phoenix is a French restaurant in the riverside near Raja Indian Cuisine with a price range of £20-25 and is kid friendly.,44.0,ok,0.7098,forward label mismatch: ok-labeled but fine score=44.0,85.0,"90,80"
C,annotator_105,325,"name[The Phoenix], eatType[restaurant], food[French], priceRange[£20-25], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]",tnt1,The Phoenix is a kid friendly french restaurant in riverside near Raja Indian Cuisine. It has a price range of £20-25.,72.0,ok,0.7098,label mismatch worker: fine score=72.0,100.0,"100,100"
C,annotator_105,325,"name[The Phoenix], eatType[restaurant], food[French], priceRange[£20-25], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]",tr1,the the phoenix is a family friendly restaurant located near raja indian cuisine.,69.0,ok,0.7098,label mismatch worker: fine score=69.0,80.0,"70,90"
C,annotator_105,325,"name[The Phoenix], eatType[restaurant], food[French], priceRange[£20-25], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]",zhang,The Phoenix is a kid friendly French restaurant in the riverside area near Raja Indian Cuisine .,59.0,missing,0.7098,label mismatch worker: fine score=59.0,95.0,"100,90"
C,annotator_105,325,"name[The Phoenix], eatType[restaurant], food[French], priceRange[£20-25], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]",zhaw2,A kid friendly restaurant near Raja Indian Cuisine in the riverside area is The Phoenix. It serves French food and has a price range of £20-25.,46.0,added,0.7098,label mismatch worker: fine score=46.0,85.0,"80,90"
C,annotator_105,328,"name[The Phoenix], eatType[restaurant], food[Indian], priceRange[£20-25], customer rating[high], area[city centre], familyFriendly[no], near[Crowne Plaza Hotel]",forge3,The Phoenix is a £20-25 restaurant that serves Indian food. It is not children-friendly and has a high customer rating. It is located in the city centre area near Crowne Plaza Hotel.,34.0,ok,0.7098,forward label mismatch: ok-labeled but fine score=34.0,80.0,"90,70"
C,annotator_105,328,"name[The Phoenix], eatType[restaurant], food[Indian], priceRange[£20-25], customer rating[high], area[city centre], familyFriendly[no], near[Crowne Plaza Hotel]",tgen,The Phoenix is a restaurant providing indian food in the £20-25 price range. It is located in the city centre. It is near Crowne Plaza Hotel. Its customer rating is high.,23.0,ok,0.7098,forward label mismatch: ok-labeled but fine score=23.0,80.0,"85,75"
C,annotator_105,328,"name[The Phoenix], eatType[restaurant], food[Indian], priceRange[£20-25], customer rating[high], area[city centre], familyFriendly[no], near[Crowne Plaza Hotel]",tnt1,The Phoenix is a restaurant that provides indian food in the £20-25 price range. It is located in the city centre. It is near Crowne Plaza Hotel. Its customer rating is high.,45.0,added,0.7098,label mismatch worker: fine score=45.0,85.0,"75,95"
C,annotator_105,328,"name[The Phoenix], eatType[restaurant], food[Indian], priceRange[£20-25], customer rating[high], area[city centre], familyFriendly[no], near[Crowne Plaza Hotel]",tnt2,The Phoenix provides indian food in the £20-25 price range. It is located in the city centre. It is near Crowne Plaza Hotel. Its customer rating is high.,89.0,ok,0.7098,label mismatch worker: fine score=89.0,70.5,"76,65"
C,annotator_105,328,"name[The Phoenix], eatType[restaurant], food[Indian], priceRange[£20-25], customer rating[high], area[city centre], familyFriendly[no], near[Crowne Plaza Hotel]",tr2,"The Phoenix is a restaurant that also serves Indian food. The price range is £20-£25 and rated a high by customers. The Phoenix is not a kid friendly place but if you would like to try it, it is located by the city centre area near Crowne Plaza Hotel.",98.0,missing,0.7098,label mismatch worker: fine score=98.0,95.0,"100,85,100"
C,annotator_105,330,"name[The Phoenix], eatType[restaurant], food[Indian], priceRange[£20-25], customer rating[high], area[riverside], familyFriendly[no], near[Crowne Plaza Hotel]",dangnt,The Phoenix is a £20-25 priced Indian restaurant near Crowne Plaza Hotel in the riverside area. It has a high customer rating and is not family-friendly.,68.0,added,0.7098,label mismatch worker: fine score=68.0,100.0,"100,100"
C,annotator_105,330,"name[The Phoenix], eatType[restaurant], food[Indian], priceRange[£20-25], customer rating[high], area[riverside], familyFriendly[no], near[Crowne Plaza Hotel]",nle,The Phoenix is a restaurant providing Indian food in the £20-25 price range. It is located in the riverside. It is near Crowne Plaza Hotel. Its customer rating is high.,68.0,ok,0.7098,label mismatch worker: fine score=68.0,75.0,"80,70"
C,annotator_105,330,"name[The Phoenix], eatType[restaurant], food[Indian], priceRange[£20-25], customer rating[high], area[riverside], familyFriendly[no], near[Crowne Plaza Hotel]",slug,The Phoenix is a highly rated Indian restaurant in the riverside area near Crowne Plaza Hotel. It is not kid friendly and has a price range of £20-25.,82.0,ok,0.7098,label mismatch worker: fine score=82.0,100.0,"100,100"
C,annotator_105,330,"name[The Phoenix], eatType[restaurant], food[Indian], priceRange[£20-25], customer rating[high], area[riverside], familyFriendly[no], near[Crowne Plaza Hotel]",tgen,The Phoenix is a restaurant providing indian food in the £20-25 price range. It is located in the riverside. It is near Crowne Plaza Hotel. Its customer rating is high.,95.0,ok,0.7098,label mismatch worker: fine score=95.0,75.0,"80,70"
C,annotator_105,330,"name[The Phoenix], eatType[restaurant], food[Indian], priceRange[£20-25], customer rating[high], area[riverside], familyFriendly[no], near[Crowne Plaza Hotel]",tnt2,The Phoenix provides indian food in the £20-25 price range. It is located in the riverside. It is near Crowne Plaza Hotel. Its customer rating is high.,73.0,missing,0.7098,label mismatch worker: fine score=73.0,85.0,"80,90"
C,annotator_105,332,"name[The Phoenix], eatType[restaurant], food[Indian], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[no], near[Crowne Plaza Hotel]",sheff2,The Phoenix is a restaurant providing Indian food in the city centre. It is located near Crowne Plaza Hotel. It is not family friendly.,56.0,added,0.7098,label mismatch worker: fine score=56.0,90.0,"70,100,100"
C,annotator_105,332,"name[The Phoenix], eatType[restaurant], food[Indian], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[no], near[Crowne Plaza Hotel]",slug,The Phoenix is a cheap Indian restaurant in the city centre near Crowne Plaza Hotel. It has a customer rating of 5 out of 5 and is not family-friendly.,12.0,added,0.7098,label mismatch worker: fine score=12.0,100.0,"100,100"
C,annotator_105,332,"name[The Phoenix], eatType[restaurant], food[Indian], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[no], near[Crowne Plaza Hotel]",tnt2,The Phoenix provides indian food in the cheap price range. It is located in the city centre. It is near the Crowne Plaza Hotel. Its customer rating is 5 out of 5.,13.0,added,0.7098,label mismatch worker: fine score=13.0,90.0,"70,100,100"
C,annotator_105,332,"name[The Phoenix], eatType[restaurant], food[Indian], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[no], near[Crowne Plaza Hotel]",zhang,The Phoenix is a restaurant providing Indian food in the cheap price range . It is located in the city centre . It is near Crowne Plaza Hotel . Its customer rating is 5 out of 5 .,84.0,missing,0.7098,label mismatch worker: fine score=84.0,90.0,"70,100,100"
C,annotator_105,332,"name[The Phoenix], eatType[restaurant], food[Indian], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[no], near[Crowne Plaza Hotel]",zhaw2,In the city centre near Crowne Plaza Hotel is a Indian restaurant called The Phoenix. It is not family-friendly and has a customer rating of 5 out of 5.,10.0,added,0.7098,label mismatch worker: fine score=10.0,85.0,"70,100"
C,annotator_105,340,"name[The Plough], eatType[pub], food[Chinese], priceRange[high], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]",sheff2,The Plough is a pub providing Chinese food in the city centre. It is located near Raja Indian Cuisine. It is not child friendly.,92.0,ok,0.7098,label mismatch worker: fine score=92.0,84.5,"75,94"
C,annotator_105,340,"name[The Plough], eatType[pub], food[Chinese], priceRange[high], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]",tgen,The Plough is a high priced chinese pub located in the city centre near Raja Indian Cuisine. It is not children friendly.,58.0,ok,0.7098,label mismatch worker: fine score=58.0,97.0,"95,99"
C,annotator_105,340,"name[The Plough], eatType[pub], food[Chinese], priceRange[high], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]",zhang,The Plough is a pub providing Chinese food in the high price range . It is located in the city centre . It is near Raja Indian Cuisine .,66.0,missing,0.7098,label mismatch worker: fine score=66.0,77.5,"70,85"
C,annotator_105,340,"name[The Plough], eatType[pub], food[Chinese], priceRange[high], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]",zhaw1,The Ploughs is a pub that serves Chinese food in the high price range and is located in the city centre near Raja Indian Cuisine. It is not children friendly.,99.0,added,0.7098,label mismatch worker: fine score=99.0,88.5,"90,87"
C,annotator_105,340,"name[The Plough], eatType[pub], food[Chinese], priceRange[high], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]",zhaw2,For a high priced Chinese pub near Raja Indian Cuisine in the city centre there is The Plough. It is not child friendly.,71.0,ok,0.7098,label mismatch worker: fine score=71.0,80.0,"70,90"
C,annotator_105,344,"name[The Plough], eatType[pub], food[Chinese], priceRange[less than £20], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]",adapt,The Plough is a low - priced pub serving Chinese dishes . It is not family friendly and is located in the city centre near Raja Indian Cuisine .,36.0,added,0.7098,label mismatch worker: fine score=36.0,100.0,100
C,annotator_105,344,"name[The Plough], eatType[pub], food[Chinese], priceRange[less than £20], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]",nle,The Plough is a Chinese pub located in the city centre near Raja Indian Cuisine. It has a price range of less than £20 and is not family friendly.,63.0,added,0.7098,label mismatch worker: fine score=63.0,100.0,100
C,annotator_105,344,"name[The Plough], eatType[pub], food[Chinese], priceRange[less than £20], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]",slug,The Plough is a cheap Chinese pub in the city centre near Raja Indian Cuisine. It is not family-friendly.,267.0,ok,0.7098,out-of-range entry: score=267,100.0,100
C,annotator_105,344,"name[The Plough], eatType[pub], food[Chinese], priceRange[less than £20], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]",slug-alt,"Located near Raja Indian Cuisine in the city centre, The Plough is a non family-friendly pub with a price range of less than £20.",85.0,added,0.7098,label mismatch worker: fine score=85.0,100.0,100
C,annotator_105,344,"name[The Plough], eatType[pub], food[Chinese], priceRange[less than £20], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]",tgen,The Plough is a pub providing chinese food in the less than £20 price range. It is located in the city centre. It is near Raja Indian Cuisine. Its no children feel allowed.,43.0,added,0.7098,label mismatch worker: fine score=43.0,100.0,"100,100"
C,annotator_105,351,"name[The Plough], eatType[restaurant], food[Chinese], priceRange[less than £20], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]",adapt,The Plough is a restaurant that offers Chinese food for less than £ 20 . It is not family friendly and is located in the city centre near Raja Indian Cuisine .,32.0,added,0.7098,label mismatch worker: fine score=32.0,100.0,"100,100,100"
C,annotator_105,351,"name[The Plough], eatType[restaurant], food[Chinese], priceRange[less than £20], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]",harv,The Wrestlers is a restaurant providing Chinese food in the less than £20 price range. It is located in the city centre and is near Raja Indian Cuisine.,64.0,added,0.7098,label mismatch worker: fine score=64.0,100.0,"100,100"
C,annotator_105,351,"name[The Plough], eatType[restaurant], food[Chinese], priceRange[less than £20], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]",slug-alt,"The Plough, located near Raja Indian Cuisine in the city centre, is a Chinese restaurant with a price range of less than £20. It is not family-friendly.",53.0,added,0.7098,label mismatch worker: fine score=53.0,97.5,"100,95"
C,annotator_105,351,"name[The Plough], eatType[restaurant], food[Chinese], priceRange[less than £20], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]",tnt1,The Plough is a restaurant providing chinese food in the less than £20 price range. It is located in the city centre. It is near Raja Indian Cuisine.,78.0,ok,0.7098,label mismatch worker: fine score=78.0,90.0,"100,90,80"
C,annotator_105,351,"name[The Plough], eatType[restaurant], food[Chinese], priceRange[less than £20], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]",zhaw2,Chinese restaurant The Plough is located in the city centre near Raja Indian Cuisine. It is not family-friendly and has a price range of less than £20.,32.0,ok,0.7098,forward label mismatch: ok-labeled but fine score=32.0,99.0,"100,98"
C,annotator_105,353,"name[The Punter], eatType[pub], food[Chinese], priceRange[less than £20], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]",chen,The punter is a pub providing chinese food in the less than £20 price range. it is located in the riverside. it is near raja indian cuisine.,74.0,ok,0.7098,label mismatch worker: fine score=74.0,90.0,"100,80"
C,annotator_105,353,"name[The Punter], eatType[pub], food[Chinese], priceRange[less than £20], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]",forge3,"In the riverside area, near Raja Indian Cuisine, is The Punter pub, which has less than £20 Chinese and is not family-friendly.",23.0,added,0.7098,label mismatch worker: fine score=23.0,90.0,"100,80"
C,annotator_105,353,"name[The Punter], eatType[pub], food[Chinese], priceRange[less than £20], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]",tnt1,The Punter is a pub providing chinese food in the less than £20 price range. It is located in the riverside. It is near Raja Indian Cuisine.,64.0,ok,0.7098,label mismatch worker: fine score=64.0,95.0,"100,90"
C,annotator_105,353,"name[The Punter], eatType[pub], food[Chinese], priceRange[less than £20], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]",tnt2,The Punter is a pub providing chinese food in the less than £20 price range. It is located in the riverside. It is near Raja Indian Cuisine. It is not family friendly.,437.0,added,0.7098,out-of-range entry: score=437,90.0,"100,80"
C,annotator_105,353,"name[The Punter], eatType[pub], food[Chinese], priceRange[less than £20], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]",tr1,the punter is a pub providing chinese food in the less than £20 price range. it is located in the riverside. it is near raja indian cuisine.,55.0,added,0.7098,label mismatch worker: fine score=55.0,95.0,"100,90"
C,annotator_105,355,"name[The Punter], eatType[pub], food[Chinese], priceRange[moderate], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]",chen,The punter is a pub providing chinese food in the moderate price range. it is located in the city centre. it is near raja indian cuisine.,96.0,ok,0.7098,label mismatch worker: fine score=96.0,91.67,"90,90,95"
C,annotator_105,355,"name[The Punter], eatType[pub], food[Chinese], priceRange[moderate], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]",gong,The Punter is a chinese pub in the city centre near Raja Indian Cuisine. It is not kids friendly and has a moderate price range.,29.0,ok,0.7098,forward label mismatch: ok-labeled but fine score=29.0,95.0,"100,90"
C,annotator_105,355,"name[The Punter], eatType[pub], food[Chinese], priceRange[moderate], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]",sheff2,The Punter is a pub providing Chinese food in the city centre. It is located near Raja Indian Cuisine. It is not family friendly.,53.0,missing,0.7098,label mismatch worker: fine score=53.0,93.0,"90,96"
C,annotator_105,355,"name[The Punter], eatType[pub], food[Chinese], priceRange[moderate], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]",slug,The Punter is a moderately priced Chinese pub in the city centre near Raja Indian Cuisine. It is not kid friendly.,78.0,ok,0.7098,label mismatch worker: fine score=78.0,100.0,"100,100"
C,annotator_105,355,"name[The Punter], eatType[pub], food[Chinese], priceRange[moderate], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]",zhaw1,A Chinese pub named The Punter is located in the city centre near Raja Indian Cuisine. It is not kid friendly and has a moderate price range.,64.0,ok,0.7098,label mismatch worker: fine score=64.0,90.0,"100,80"
C,annotator_105,377,"name[The Punter], eatType[restaurant], food[English], priceRange[high], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]",dangnt,The Punter is a high priced English restaurant located in city centre near Raja Indian Cuisine. It is not family-friendly,64.0,added,0.7098,label mismatch worker: fine score=64.0,100.0,"100,100"
C,annotator_105,377,"name[The Punter], eatType[restaurant], food[English], priceRange[high], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]",gong,The Punter is a english restaurant in the city centre near Raja Indian Cuisine. It is not children friendly and has a high price range.,73.0,added,0.7098,label mismatch worker: fine score=73.0,100.0,100
C,annotator_105,377,"name[The Punter], eatType[restaurant], food[English], priceRange[high], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]",harv,The Punter is a high priced English restaurant located in the city centre near Raja Indian Cuisine. It is not children friendly.,25.0,added,0.7098,label mismatch worker: fine score=25.0,87.5,"100,75"
C,annotator_105,377,"name[The Punter], eatType[restaurant], food[English], priceRange[high], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]",sheff1,The Punter is an English restaurant in the city centre near Raja Indian Cuisine it has a high price range and is not child friendly.,73.0,ok,0.7098,label mismatch worker: fine score=73.0,100.0,100
C,annotator_105,377,"name[The Punter], eatType[restaurant], food[English], priceRange[high], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]",zhang,The Punter is a restaurant providing English food in the high price range . It is located in the city centre near Raja Indian Cuisine .,97.0,missing,0.7098,label mismatch worker: fine score=97.0,90.0,"100,80"
C,annotator_105,379,"name[The Punter], eatType[restaurant], food[English], priceRange[high], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]",adapt,The Punter is a restaurant providing English food in the high price range . It is located in the riverside area near Raja Indian Cuisine and is not children friendly .,23.0,missing,0.7098,label mismatch worker: fine score=23.0,100.0,"100,100"
C,annotator_105,379,"name[The Punter], eatType[restaurant], food[English], priceRange[high], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]",chen,The punter is a high priced english restaurant in the riverside area near raja indian cuisine.,78.0,missing,0.7098,label mismatch worker: fine score=78.0,85.0,"70,100"
C,annotator_105,379,"name[The Punter], eatType[restaurant], food[English], priceRange[high], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]",sheff1,The Punter is an English restaurant in the riverside near Raja Indian Cuisine with a high price range and is not child friendly.,53.0,added,0.7098,label mismatch worker: fine score=53.0,90.0,"100,80"
C,annotator_105,379,"name[The Punter], eatType[restaurant], food[English], priceRange[high], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]",slug,The Punter is a high priced English restaurant in the riverside area near Raja Indian Cuisine. It is not child friendly.,89.0,ok,0.7098,label mismatch worker: fine score=89.0,100.0,"100,100"
C,annotator_105,379,"name[The Punter], eatType[restaurant], food[English], priceRange[high], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]",zhang,The Punter is a restaurant providing English food in the high price range . It is located in the riverside area near Raja Indian Cuisine .,23.0,missing,0.7098,label mismatch worker: fine score=23.0,100.0,"100,100"
C,annotator_105,380,"name[The Punter], eatType[restaurant], food[English], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]",dangnt,The Punter is a family friendly restaurant serving English food in the high price range. It is located in the riverside area near Raja Indian Cuisine.,85.0,added,0.7098,label mismatch worker: fine score=85.0,98.75,"100,100,95,100"
C,annotator_105,380,"name[The Punter], eatType[restaurant], food[English], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]",gong,The Punter is a english restaurant in the riverside area near Raja Indian Cuisine. It is children friendly and has a high price range.,12.0,missing,0.7098,label mismatch worker: fine score=12.0,100.0,100
C,annotator_105,380,"name[The Punter], eatType[restaurant], food[English], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]",nle,The Punter is a children friendly English restaurant near Raja Indian Cuisine in the riverside area with a high price range.,62.0,ok,0.7098,label mismatch worker: fine score=62.0,100.0,"100,100"
C,annotator_105,380,"name[The Punter], eatType[restaurant], food[English], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]",sheff1,The Punter is an English restaurant in the riverside near Raja Indian Cuisine with a high price range and is child friendly.,45.0,added,0.7098,label mismatch worker: fine score=45.0,99.5,"100,99"
C,annotator_105,380,"name[The Punter], eatType[restaurant], food[English], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]",slug,The Punter is a child friendly English restaurant in the riverside area near Raja Indian Cuisine. It has a high price range.,74.0,added,0.7098,label mismatch worker: fine score=74.0,100.0,100
C,annotator_105,397,"name[The Punter], eatType[restaurant], food[Indian], priceRange[moderate], customer rating[1 out of 5], area[city centre], familyFriendly[yes], near[Express by Holiday Inn]",dangnt,The Punter is a family friendly restaurant providing Indian food in the moderate price range. It is located in the city centre. It is near Express by Holiday Inn. Its customer rating is 1 out of 5.,52.0,ok,0.7098,label mismatch worker: fine score=52.0,97.5,"100,95"
C,annotator_105,397,"name[The Punter], eatType[restaurant], food[Indian], priceRange[moderate], customer rating[1 out of 5], area[city centre], familyFriendly[yes], near[Express by Holiday Inn]",harv,The Punter is a restaurant providing Indian food in the moderate price range. It is located in the city centre and is near Express by Holiday Inn. Its customer rating is 1 out of 5.,32.0,missing,0.7098,label mismatch worker: fine score=32.0,87.5,"100,75"
C,annotator_105,397,"name[The Punter], eatType[restaurant], food[Indian], priceRange[moderate], customer rating[1 out of 5], area[city centre], familyFriendly[yes], near[Express by Holiday Inn]",tnt1,The Punter provides indian food in the moderate price range. It is located in the city centre. It is near Express by Holiday Inn. Its customer rating is 1 out of 5.,62.0,missing,0.7098,label mismatch worker: fine score=62.0,85.0,"100,70"
C,annotator_105,397,"name[The Punter], eatType[restaurant], food[Indian], priceRange[moderate], customer rating[1 out of 5], area[city centre], familyFriendly[yes], near[Express by Holiday Inn]",tr1,the punter is a restaurant providing indian food in the moderate price range. it is located in the city centre. it is near express by holiday inn. its customer rating is 1 out of 5.,83.0,added,0.7098,label mismatch worker: fine score=83.0,83.33,"100,70,80"
C,annotator_105,397,"name[The Punter], eatType[restaurant], food[Indian], priceRange[moderate], customer rating[1 out of 5], area[city centre], familyFriendly[yes], near[Express by Holiday Inn]",zhaw1,There is a moderate priced restaurant The Punter located in the city centre near Express by Holiday Inn that is kid friendly and has a customer rating of 1 out of 5.,53.0,added,0.7098,label mismatch worker: fine score=53.0,85.0,"100,70"
C,annotator_105,401,"name[The Punter], eatType[restaurant], food[Indian], priceRange[moderate], customer rating[3 out of 5], area[city centre], familyFriendly[yes], near[Express by Holiday Inn]",sheff2,The Punter is a family friendly restaurant located in the city centre near Express by Holiday Inn. It serves Indian food.,79.0,ok,0.7098,label mismatch worker: fine score=79.0,86.67,"90,100,70"
C,annotator_105,401,"name[The Punter], eatType[restaurant], food[Indian], priceRange[moderate], customer rating[3 out of 5], area[city centre], familyFriendly[yes], near[Express by Holiday Inn]",slug-alt,The Punter is a moderately priced Indian restaurant located in the city centre near Express by Holiday Inn. It is kid friendly and has a rating of 3 out of 5.,46.0,added,0.7098,label mismatch worker: fine score=46.0,100.0,"100,100"
C,annotator_105,401,"name[The Punter], eatType[restaurant], food[Indian], priceRange[moderate], customer rating[3 out of 5], area[city centre], familyFriendly[yes], near[Express by Holiday Inn]",tr1,the punter is a restaurant providing indian food in the moderate price range. it is located in the city centre. it is near express by holiday inn. its customer rating is 3 out of 5.,97.0,ok,0.7098,label mismatch worker: fine score=97.0,86.67,"80,90,90"
C,annotator_105,401,"name[The Punter], eatType[restaurant], food[Indian], priceRange[moderate], customer rating[3 out of 5], area[city centre], familyFriendly[yes], near[Express by Holiday Inn]",tr2,The Punter is a kids friendly Indian restaurant in the city centre near Express by Holiday Inn. It has a 3 out of 5 customer rating and a price range of moderate.,68.0,missing,0.7098,label mismatch worker: fine score=68.0,97.5,"100,95"
C,annotator_105,401,"name[The Punter], eatType[restaurant], food[Indian], priceRange[moderate], customer rating[3 out of 5], area[city centre], familyFriendly[yes], near[Express by Holiday Inn]",zhang,The Punter is a restaurant providing Indian food in the moderate price range . It is located in the city centre . It is near Express by Holiday Inn . Its customer rating is 3 out of 5 .,57.0,ok,0.7098,label mismatch worker: fine score=57.0,85.0,"80,90"
C,annotator_105,410,"name[The Punter], eatType[restaurant], food[Italian], priceRange[£20-25], customer rating[high], area[riverside], familyFriendly[no], near[Express by Holiday Inn]",dangnt,The Punter is a £20-25 priced Italian restaurant near Express by Holiday Inn in the riverside area. It has a high customer rating and is not family-friendly.,83.0,ok,0.7098,label mismatch worker: fine score=83.0,100.0,"100,100"
C,annotator_105,410,"name[The Punter], eatType[restaurant], food[Italian], priceRange[£20-25], customer rating[high], area[riverside], familyFriendly[no], near[Express by Holiday Inn]",forge1,"The Punter, which has a high customer rating, is an average-priced restaurant that offers Italian cuisine. It is in the riverside area by Express by Holiday Inn. Kids are not welcome.",48.0,added,0.7098,label mismatch worker: fine score=48.0,85.0,"70,100,90,80"
C,annotator_105,410,"name[The Punter], eatType[restaurant], food[Italian], priceRange[£20-25], customer rating[high], area[riverside], familyFriendly[no], near[Express by Holiday Inn]",sheff1,The Punter is an Italian restaurant in the riverside near Express by Holiday Inn it has a high customer rating price range and is not kids friendly.,52.0,ok,0.7098,label mismatch worker: fine score=52.0,75.0,"70,80"
C,annotator_105,410,"name[The Punter], eatType[restaurant], food[Italian], priceRange[£20-25], customer rating[high], area[riverside], familyFriendly[no], near[Express by Holiday Inn]",tr1,the punter is a £20-25 italian restaurant located in riverside near express by holiday inn. it is not family-friendly and has a customer rating of high.,88.0,ok,0.7098,label mismatch worker: fine score=88.0,95.0,"100,90"
C,annotator_105,410,"name[The Punter], eatType[restaurant], food[Italian], priceRange[£20-25], customer rating[high], area[riverside], familyFriendly[no], near[Express by Holiday Inn]",tr2,"There is an Italian restaurant in riverside near Express by Holiday Inn called The Punter. It has a £20-£25 price range and a high customer rating, but it is not kids friendly.",73.0,ok,0.7098,label mismatch worker: fine score=73.0,95.0,"100,90"
