annotation_id,item_id,annotator_id,precision,recall
annotation_0643,Welsh_163,annotator_039,2,4
annotation_0644,Welsh_169,annotator_039,1,2
annotation_0645,Welsh_161,annotator_039,2,4
annotation_0646,Welsh_156,annotator_039,2,2
annotation_0647,Welsh_156,annotator_040,5,3
annotation_0648,Welsh_167,annotator_040,4,5
annotation_0649,Welsh_158,annotator_040,3,3
annotation_0650,Welsh_155,annotator_040,3,2
annotation_0651,Welsh_164,annotator_040,5,5
annotation_0652,Welsh_154,annotator_040,2,2
annotation_0653,Welsh_153,annotator_040,2,2
annotation_0654,Welsh_157,annotator_040,2,3
annotation_0655,Welsh_169,annotator_040,1,1
annotation_0656,Welsh_163,annotator_040,4,4
annotation_0657,Welsh_165,annotator_040,2,5
annotation_0658,Welsh_161,annotator_040,3,4
annotation_0659,Welsh_166,annotator_040,3,5
annotation_0660,Welsh_168,annotator_040,5,5
annotation_0661,Welsh_160,annotator_040,4,3
annotation_0662,Welsh_162,annotator_040,3,4
annotation_0663,Welsh_159,annotator_040,4,3
annotation_0664,Spanish_136,annotator_041,2,2
annotation_0665,Spanish_137,annotator_041,3,2
annotation_0666,Spanish_143,annotator_041,5,3
annotation_0667,Spanish_151,annotator_041,5,5
annotation_0668,Spanish_147,annotator_041,5,5
annotation_0669,Spanish_146,annotator_041,4,4
annotation_0670,Spanish_139,annotator_041,5,2
annotation_0671,Spanish_138,annotator_041,4,2
annotation_0672,Spanish_144,annotator_041,2,2
annotation_0673,Spanish_148,annotator_041,2,5
annotation_0674,Spanish_142,annotator_041,4,3
annotation_0675,Spanish_140,annotator_041,2,3
annotation_0676,Spanish_145,annotator_041,3,4
annotation_0677,Spanish_152,annotator_041,1,1
annotation_0678,Spanish_141,annotator_041,3,3
annotation_0679,Spanish_149,annotator_041,2,5
annotation_0680,Spanish_150,annotator_041,4,5
annotation_0681,Welsh_162,annotator_042,5,4
annotation_0682,Welsh_153,annotator_042,5,4
annotation_0683,Welsh_166,annotator_042,4,3
annotation_0684,Welsh_154,annotator_042,5,2
annotation_0685,Welsh_156,annotator_042,5,4
annotation_0686,Welsh_164,annotator_042,4,3
annotation_0687,Welsh_165,annotator_042,2,5
annotation_0688,Welsh_159,annotator_042,5,2
annotation_0689,Welsh_157,annotator_042,3,4
annotation_0690,Welsh_161,annotator_042,4,4
annotation_0691,Welsh_169,annotator_042,5,3
annotation_0692,Welsh_160,annotator_042,4,2
annotation_0693,Welsh_168,annotator_042,4,4
annotation_0694,Welsh_163,annotator_042,5,5
annotation_0695,Welsh_155,annotator_042,5,3
annotation_0696,Welsh_167,annotator_042,3,4
annotation_0697,Welsh_158,annotator_042,3,2
annotation_0698,Maltese_103,annotator_043,2,4
annotation_0699,Maltese_105,annotator_043,2,2
annotation_0700,Maltese_115,annotator_043,4,5
annotation_0701,Maltese_107,annotator_043,3,3
annotation_0702,Maltese_110,annotator_043,4,4
annotation_0703,Maltese_113,annotator_043,4,3
annotation_0704,Maltese_111,annotator_043,4,4
annotation_0705,Maltese_106,annotator_043,4,3
annotation_0706,Maltese_114,annotator_043,5,5
annotation_0707,Maltese_118,annotator_043,1,1
annotation_0708,Maltese_104,annotator_043,2,2
annotation_0709,Maltese_108,annotator_043,3,3
annotation_0710,Maltese_102,annotator_043,2,2
annotation_0711,Maltese_116,annotator_043,5,5
annotation_0712,Maltese_117,annotator_043,5,5
annotation_0713,Maltese_112,annotator_043,3,4
annotation_0714,Maltese_109,annotator_043,3,3
annotation_0715,Chinese_37,annotator_044,2,2
annotation_0716,Chinese_41,annotator_044,3,3
annotation_0717,Chinese_45,annotator_044,4,4
annotation_0718,Chinese_47,annotator_044,,
annotation_0719,Chinese_48,annotator_044,,
annotation_0720,Chinese_35,annotator_044,,
annotation_0721,Chinese_40,annotator_044,,
annotation_0722,Chinese_42,annotator_044,,
annotation_0723,Chinese_44,annotator_044,,
annotation_0724,Chinese_39,annotator_044,,
annotation_0725,Chinese_49,annotator_044,,
annotation_0726,Chinese_46,annotator_044,,
annotation_0727,Chinese_50,annotator_044,,
annotation_0728,Chinese_43,annotator_044,,
annotation_0729,Chinese_34,annotator_044,,
annotation_0730,Chinese_36,annotator_044,,
annotation_0731,Chinese_38,annotator_044,,
annotation_0732,Welsh_154,annotator_045,3,2
annotation_0733,Welsh_157,annotator_045,2,2
annotation_0734,Welsh_167,annotator_045,5,5
annotation_0735,Welsh_159,annotator_045,3,3
annotation_0736,Welsh_169,annotator_045,3,2
annotation_0737,Welsh_155,annotator_045,1,1
annotation_0738,Welsh_168,annotator_045,5,3
annotation_0739,Welsh_164,annotator_045,3,4
annotation_0740,Welsh_162,annotator_045,3,5
annotation_0741,Welsh_156,annotator_045,5,3
annotation_0742,Welsh_165,annotator_045,1,1
annotation_0743,Welsh_163,annotator_045,4,4
annotation_0744,Welsh_153,annotator_045,4,4
annotation_0745,Welsh_160,annotator_045,2,2
annotation_0746,Welsh_166,annotator_045,5,5
annotation_0747,Welsh_158,annotator_045,4,3
annotation_0748,Welsh_161,annotator_045,4,5
annotation_0749,Welsh_155,annotator_046,2,2
annotation_0750,Welsh_153,annotator_046,2,2
annotation_0751,Welsh_167,annotator_046,2,3
annotation_0752,Welsh_160,annotator_046,2,2
annotation_0753,Welsh_157,annotator_046,2,2
annotation_0754,Welsh_158,annotator_046,4,4
annotation_0755,Welsh_159,annotator_046,4,4
annotation_0756,Welsh_156,annotator_046,4,4
annotation_0757,Welsh_163,annotator_046,2,2
annotation_0758,Welsh_161,annotator_046,3,4
annotation_0759,Welsh_169,annotator_046,3,4
annotation_0760,Welsh_165,annotator_046,5,5
annotation_0761,Welsh_168,annotator_046,4,4
annotation_0762,Welsh_162,annotator_046,2,4
annotation_0763,Welsh_166,annotator_046,3,4
annotation_0764,Welsh_154,annotator_046,2,4
annotation_0765,Welsh_164,annotator_046,4,4
annotation_0766,Spanish_149,annotator_047,3,5
annotation_0767,Spanish_146,annotator_047,4,4
annotation_0768,Spanish_137,annotator_047,2,2
annotation_0769,Spanish_138,annotator_047,4,2
annotation_0770,Spanish_148,annotator_047,2,5
annotation_0771,Spanish_145,annotator_047,4,4
annotation_0772,Spanish_136,annotator_047,2,2
annotation_0773,Spanish_150,annotator_047,4,5
annotation_0774,Spanish_143,annotator_047,5,3
annotation_0775,Spanish_139,annotator_047,5,2
annotation_0776,Spanish_140,annotator_047,2,3
annotation_0777,Spanish_147,annotator_047,5,4
annotation_0778,Spanish_142,annotator_047,4,3
annotation_0779,Spanish_151,annotator_047,5,5
annotation_0780,Spanish_152,annotator_047,1,1
annotation_0781,Spanish_144,annotator_047,2,4
annotation_0782,Spanish_141,annotator_047,3,3
annotation_0783,Welsh_165,annotator_048,,
annotation_0784,Welsh_155,annotator_048,,
annotation_0785,Welsh_153,annotator_048,,
annotation_0786,Welsh_160,annotator_048,,
annotation_0787,Welsh_154,annotator_048,,
annotation_0788,Welsh_163,annotator_048,,
annotation_0789,Welsh_162,annotator_048,,
annotation_0790,Welsh_167,annotator_048,,
annotation_0791,Welsh_156,annotator_048,,
annotation_0792,Welsh_159,annotator_048,,
annotation_0793,Welsh_161,annotator_048,,
annotation_0794,Welsh_158,annotator_048,,
annotation_0795,Welsh_166,annotator_048,,
annotation_0796,Welsh_169,annotator_048,,
annotation_0797,Welsh_164,annotator_048,,
annotation_0798,Welsh_168,annotator_048,,
annotation_0799,Welsh_157,annotator_048,,
annotation_0800,Welsh_168,annotator_049,4,4
annotation_0801,Welsh_155,annotator_049,3,3
annotation_0802,Welsh_158,annotator_049,2,3
annotation_0803,Welsh_167,annotator_049,5,5
annotation_0804,Welsh_157,annotator_049,2,4
annotation_0805,Welsh_153,annotator_049,2,5
annotation_0806,Welsh_159,annotator_049,3,3
annotation_0807,Welsh_163,annotator_049,2,2
annotation_0808,Welsh_169,annotator_049,3,3
annotation_0809,Welsh_160,annotator_049,4,4
annotation_0810,Welsh_156,annotator_049,2,2
annotation_0811,Welsh_164,annotator_049,5,5
annotation_0812,Welsh_165,annotator_049,2,2
annotation_0813,Welsh_154,annotator_049,2,3
annotation_0814,Welsh_161,annotator_049,2,3
annotation_0815,Welsh_166,annotator_049,2,2
annotation_0816,Welsh_162,annotator_049,2,2
annotation_0817,Welsh_166,annotator_050,3,3
annotation_0818,Welsh_158,annotator_050,3,3
annotation_0819,Welsh_155,annotator_050,2,2
annotation_0820,Welsh_163,annotator_050,4,4
annotation_0821,Welsh_161,annotator_050,4,4
annotation_0822,Welsh_165,annotator_050,2,5
annotation_0823,Welsh_168,annotator_050,5,5
annotation_0824,Welsh_160,annotator_050,2,3
annotation_0825,Welsh_157,annotator_050,3,3
annotation_0826,Welsh_154,annotator_050,4,2
annotation_0827,Welsh_156,annotator_050,5,2
annotation_0828,Welsh_162,annotator_050,4,4
annotation_0829,Welsh_164,annotator_050,5,4
annotation_0830,Welsh_167,annotator_050,5,5
annotation_0831,Welsh_159,annotator_050,4,3
annotation_0832,Welsh_153,annotator_050,3,2
annotation_0833,Welsh_169,annotator_050,1,1
annotation_0834,Welsh_161,annotator_051,4,4
annotation_0835,Welsh_166,annotator_051,3,3
annotation_0836,Welsh_160,annotator_051,2,2
annotation_0837,Welsh_168,annotator_051,2,2
annotation_0838,Welsh_157,annotator_051,4,4
annotation_0839,Welsh_165,annotator_051,2,2
annotation_0840,Welsh_155,annotator_051,5,2
annotation_0841,Welsh_156,annotator_051,5,2
annotation_0842,Welsh_169,annotator_051,4,2
annotation_0843,Welsh_162,annotator_051,5,4
annotation_0844,Welsh_163,annotator_051,5,3
annotation_0845,Welsh_159,annotator_051,5,2
annotation_0846,Welsh_164,annotator_051,5,3
annotation_0847,Welsh_153,annotator_051,4,2
annotation_0848,Welsh_158,annotator_051,4,3
annotation_0849,Welsh_154,annotator_051,4,2
annotation_0850,Welsh_167,annotator_051,5,4
annotation_0851,Maltese_105,annotator_052,5,5
annotation_0852,Maltese_104,annotator_052,3,3
annotation_0853,Maltese_108,annotator_052,4,4
annotation_0854,Maltese_116,annotator_052,4,5
annotation_0855,Maltese_107,annotator_052,4,3
annotation_0856,Maltese_112,annotator_052,4,4
annotation_0857,Maltese_115,annotator_052,3,3
annotation_0858,Maltese_103,annotator_052,3,2
annotation_0859,Maltese_110,annotator_052,3,3
annotation_0860,Maltese_113,annotator_052,5,4
annotation_0861,Maltese_109,annotator_052,5,3
annotation_0862,Maltese_118,annotator_052,2,2
annotation_0863,Maltese_117,annotator_052,5,5
annotation_0864,Maltese_106,annotator_052,2,3
annotation_0865,Maltese_111,annotator_052,3,4
annotation_0866,Maltese_102,annotator_052,4,2
annotation_0867,Maltese_114,annotator_052,2,5
annotation_0868,Welsh_153,annotator_053,2,1
annotation_0869,Welsh_167,annotator_053,3,4
annotation_0870,Welsh_156,annotator_053,2,5
annotation_0871,Welsh_164,annotator_053,3,5
annotation_0872,Welsh_161,annotator_053,3,4
annotation_0873,Welsh_159,annotator_053,3,5
annotation_0874,Welsh_166,annotator_053,5,4
annotation_0875,Welsh_163,annotator_053,4,4
annotation_0876,Welsh_155,annotator_053,2,2
annotation_0877,Welsh_158,annotator_053,2,4
annotation_0878,Welsh_157,annotator_053,2,2
annotation_0879,Welsh_165,annotator_053,5,2
annotation_0880,Welsh_162,annotator_053,5,2
annotation_0881,Welsh_168,annotator_053,3,4
annotation_0882,Welsh_154,annotator_053,2,5
annotation_0883,Welsh_169,annotator_053,4,3
annotation_0884,Welsh_160,annotator_053,3,5
annotation_0885,Arabic_13,annotator_054,3,5
annotation_0886,Arabic_15,annotator_054,5,5
annotation_0887,Arabic_10,annotator_054,4,4
annotation_0888,Arabic_12,annotator_054,2,5
annotation_0889,Arabic_8,annotator_054,2,4
annotation_0890,Arabic_1,annotator_054,3,2
annotation_0891,Arabic_3,annotator_054,4,2
annotation_0892,Arabic_6,annotator_054,4,3
annotation_0893,Arabic_14,annotator_054,4,5
annotation_0894,Arabic_11,annotator_054,5,4
annotation_0895,Arabic_16,annotator_054,1,1
annotation_0896,Arabic_2,annotator_054,4,2
annotation_0897,Arabic_5,annotator_054,3,3
annotation_0898,Arabic_0,annotator_054,2,2
annotation_0899,Arabic_4,annotator_054,2,3
annotation_0900,Arabic_7,annotator_054,5,3
annotation_0901,Arabic_9,annotator_054,3,4
annotation_0902,Russian_133,annotator_055,4,4
annotation_0903,Russian_121,annotator_055,4,2
annotation_0904,Russian_135,annotator_055,1,1
annotation_0905,Russian_125,annotator_055,3,3
annotation_0906,Russian_130,annotator_055,5,4
annotation_0907,Russian_131,annotator_055,2,5
annotation_0908,Russian_120,annotator_055,3,2
annotation_0909,Russian_129,annotator_055,4,4
annotation_0910,Russian_124,annotator_055,3,3
annotation_0911,Russian_128,annotator_055,3,4
annotation_0912,Russian_119,annotator_055,2,2
annotation_0913,Russian_134,annotator_055,3,4
annotation_0914,Russian_132,annotator_055,4,5
annotation_0915,Russian_126,annotator_055,5,3
annotation_0916,Russian_123,annotator_055,2,3
annotation_0917,Russian_122,annotator_055,5,2
annotation_0918,Russian_127,annotator_055,3,4
annotation_0919,English_66,annotator_056,5,5
annotation_0920,English_67,annotator_056,1,1
annotation_0921,English_54,annotator_056,5,2
annotation_0922,English_55,annotator_056,2,3
annotation_0923,English_53,annotator_056,3,2
annotation_0924,English_62,annotator_056,5,4
annotation_0925,English_51,annotator_056,3,2
annotation_0926,English_57,annotator_056,3,3
annotation_0927,English_65,annotator_056,4,5
annotation_0928,English_63,annotator_056,2,5
annotation_0929,English_52,annotator_056,3,2
annotation_0930,English_58,annotator_056,5,3
annotation_0931,English_61,annotator_056,4,4
annotation_0932,English_59,annotator_056,2,4
annotation_0933,English_56,annotator_056,3,3
annotation_0934,English_60,annotator_056,3,4
annotation_0935,English_64,annotator_056,3,5
annotation_0936,English_58,annotator_057,3,3
annotation_0937,English_56,annotator_057,3,3
annotation_0938,English_57,annotator_057,3,3
annotation_0939,English_60,annotator_057,4,4
annotation_0940,English_51,annotator_057,2,2
annotation_0941,English_59,annotator_057,2,4
annotation_0942,English_53,annotator_057,5,2
annotation_0943,English_54,annotator_057,5,2
annotation_0944,English_55,annotator_057,2,3
annotation_0945,English_67,annotator_057,1,1
annotation_0946,English_52,annotator_057,3,2
annotation_0947,English_64,annotator_057,2,3
annotation_0948,English_65,annotator_057,4,4
annotation_0949,English_61,annotator_057,4,4
annotation_0950,English_66,annotator_057,5,5
annotation_0951,English_62,annotator_057,5,4
annotation_0952,English_63,annotator_057,2,5
annotation_0953,Chinese_40,annotator_058,,
annotation_0954,Chinese_48,annotator_058,,
annotation_0955,Chinese_41,annotator_058,,
annotation_0956,Chinese_39,annotator_058,,
annotation_0957,Chinese_44,annotator_058,,
annotation_0958,Chinese_47,annotator_058,,
annotation_0959,Chinese_45,annotator_058,,
annotation_0960,Chinese_37,annotator_058,,
annotation_0961,Chinese_46,annotator_058,,
annotation_0962,Chinese_34,annotator_058,,
annotation_0963,Chinese_50,annotator_058,,
annotation_0964,Chinese_35,annotator_058,,
annotation_0965,Chinese_43,annotator_058,,
annotation_0966,Chinese_42,annotator_058,,
annotation_0967,Chinese_38,annotator_058,,
annotation_0968,Chinese_36,annotator_058,,
annotation_0969,Chinese_49,annotator_058,,
annotation_0970,English_66,annotator_059,4,4
annotation_0971,English_54,annotator_059,2,5
annotation_0972,English_63,annotator_059,2,5
annotation_0973,English_60,annotator_059,2,3
annotation_0974,English_53,annotator_059,,
annotation_0975,English_51,annotator_059,,
annotation_0976,English_56,annotator_059,,
annotation_0977,English_58,annotator_059,,
annotation_0978,English_67,annotator_059,,
annotation_0979,English_57,annotator_059,,
annotation_0980,English_52,annotator_059,,
annotation_0981,English_55,annotator_059,,
annotation_0982,English_65,annotator_059,,
annotation_0983,English_59,annotator_059,,
annotation_0984,English_62,annotator_059,,
annotation_0985,English_64,annotator_059,,
annotation_0986,English_61,annotator_059,,
annotation_0987,Maltese_102,annotator_060,2,2
annotation_0988,Maltese_108,annotator_060,4,3
annotation_0989,Maltese_115,annotator_060,3,5
annotation_0990,Maltese_103,annotator_060,4,2
annotation_0991,Maltese_110,annotator_060,2,4
annotation_0992,Maltese_106,annotator_060,2,3
annotation_0993,Maltese_116,annotator_060,4,5
annotation_0994,Maltese_113,annotator_060,5,4
annotation_0995,Maltese_117,annotator_060,5,5
annotation_0996,Maltese_104,annotator_060,4,2
annotation_0997,Maltese_105,annotator_060,5,2
annotation_0998,Maltese_118,annotator_060,1,1
annotation_0999,Maltese_114,annotator_060,2,5
annotation_1000,Maltese_109,annotator_060,4,3
annotation_1001,Maltese_107,annotator_060,3,3
annotation_1002,Maltese_111,annotator_060,3,4
annotation_1003,Maltese_112,annotator_060,4,4
annotation_1004,Maltese_110,annotator_061,3,4
annotation_1005,Maltese_111,annotator_061,2,4
annotation_1006,Maltese_113,annotator_061,2,4
annotation_1007,Maltese_112,annotator_061,2,3
annotation_1008,Maltese_116,annotator_061,5,5
annotation_1009,Maltese_108,annotator_061,2,2
annotation_1010,Maltese_102,annotator_061,2,2
annotation_1011,Maltese_114,annotator_061,4,5
annotation_1012,Maltese_104,annotator_061,2,2
annotation_1013,Maltese_117,annotator_061,4,4
annotation_1014,Maltese_115,annotator_061,4,5
annotation_1015,Maltese_106,annotator_061,3,3
annotation_1016,Maltese_103,annotator_061,2,2
annotation_1017,Maltese_107,annotator_061,2,3
annotation_1018,Maltese_109,annotator_061,4,3
annotation_1019,Maltese_118,annotator_061,4,1
annotation_1020,Maltese_105,annotator_061,2,2
annotation_1021,Spanish_145,annotator_062,5,5
annotation_1022,Spanish_140,annotator_062,5,5
annotation_1023,Spanish_138,annotator_062,5,5
annotation_1024,Spanish_139,annotator_062,5,5
annotation_1025,Spanish_141,annotator_062,5,5
annotation_1026,Spanish_146,annotator_062,5,5
annotation_1027,Spanish_136,annotator_062,5,5
annotation_1028,Spanish_142,annotator_062,5,5
annotation_1029,Spanish_137,annotator_062,5,5
annotation_1030,Spanish_143,annotator_062,5,5
annotation_1031,Spanish_144,annotator_062,5,5
annotation_1032,Spanish_151,annotator_062,5,5
annotation_1033,Spanish_148,annotator_062,5,5
annotation_1034,Spanish_147,annotator_062,5,5
annotation_1035,Spanish_150,annotator_062,5,5
annotation_1036,Spanish_149,annotator_062,5,5
annotation_1037,Spanish_152,annotator_062,5,5
annotation_1038,Spanish_396,annotator_062,5,5
annotation_1039,Spanish_379,annotator_062,5,5
annotation_1040,Spanish_390,annotator_062,5,5
annotation_1041,Spanish_398,annotator_062,5,5
annotation_1042,Spanish_407,annotator_062,5,5
annotation_1043,Spanish_372,annotator_062,5,5
annotation_1044,Spanish_403,annotator_062,5,5
annotation_1045,Spanish_413,annotator_062,5,5
annotation_1046,Spanish_419,annotator_062,5,5
annotation_1047,Spanish_414,annotator_062,5,5
annotation_1048,Spanish_393,annotator_062,5,5
annotation_1049,Spanish_391,annotator_062,5,5
annotation_1050,Spanish_382,annotator_062,5,5
annotation_1051,Spanish_387,annotator_062,5,5
annotation_1052,Spanish_410,annotator_062,5,5
annotation_1053,Spanish_404,annotator_062,5,5
annotation_1054,Spanish_402,annotator_062,5,5
annotation_1055,Spanish_394,annotator_062,5,5
annotation_1056,Spanish_418,annotator_062,5,5
annotation_1057,Spanish_399,annotator_062,5,5
annotation_1058,Spanish_375,annotator_062,5,5
annotation_1059,Spanish_374,annotator_062,5,5
annotation_1060,Spanish_376,annotator_062,5,5
annotation_1061,Spanish_388,annotator_062,5,5
annotation_1062,Spanish_397,annotator_062,5,5
annotation_1063,Spanish_412,annotator_062,5,5
annotation_1064,Spanish_416,annotator_062,5,5
annotation_1065,Spanish_395,annotator_062,5,5
annotation_1066,Spanish_377,annotator_062,5,5
annotation_1067,Spanish_400,annotator_062,5,5
annotation_1068,Spanish_389,annotator_062,5,5
annotation_1069,Spanish_383,annotator_062,5,5
annotation_1070,Spanish_406,annotator_062,5,5
annotation_1071,Spanish_370,annotator_062,5,5
annotation_1072,Spanish_411,annotator_062,5,5
annotation_1073,Spanish_371,annotator_062,5,5
annotation_1074,Spanish_381,annotator_062,5,5
annotation_1075,Spanish_417,annotator_062,5,5
annotation_1076,Spanish_405,annotator_062,5,5
annotation_1077,Spanish_392,annotator_062,5,5
annotation_1078,Spanish_378,annotator_062,5,5
annotation_1079,Spanish_415,annotator_062,5,5
annotation_1080,Spanish_373,annotator_062,5,5
annotation_1081,Spanish_409,annotator_062,5,5
annotation_1082,Spanish_380,annotator_062,5,5
annotation_1083,Spanish_385,annotator_062,5,5
annotation_1084,Spanish_401,annotator_062,5,5
annotation_1085,Spanish_384,annotator_062,5,5
annotation_1086,Spanish_408,annotator_062,5,5
annotation_1087,Spanish_386,annotator_062,5,5
annotation_1088,Welsh_298,annotator_050,5,4
annotation_1089,Welsh_318,annotator_050,5,5
annotation_1090,Welsh_282,annotator_050,5,2
annotation_1091,Welsh_296,annotator_050,4,4
annotation_1092,Welsh_275,annotator_050,5,5
annotation_1093,Welsh_286,annotator_050,4,5
annotation_1094,Welsh_276,annotator_050,5,5
annotation_1095,Welsh_291,annotator_050,5,5
annotation_1096,Welsh_314,annotator_050,1,1
annotation_1097,Welsh_290,annotator_050,5,5
annotation_1098,Welsh_315,annotator_050,5,5
annotation_1099,Welsh_295,annotator_050,5,5
annotation_1100,Welsh_292,annotator_050,3,3
annotation_1101,Welsh_280,annotator_050,5,5
annotation_1102,Welsh_283,annotator_050,5,5
annotation_1103,Welsh_278,annotator_050,5,4
annotation_1104,Welsh_293,annotator_050,5,4
annotation_1105,Welsh_316,annotator_050,3,2
annotation_1106,Welsh_317,annotator_050,5,2
annotation_1107,Welsh_304,annotator_050,1,1
annotation_1108,Welsh_272,annotator_050,1,1
annotation_1109,Welsh_281,annotator_050,4,5
annotation_1110,Welsh_288,annotator_050,5,4
annotation_1111,Welsh_305,annotator_050,4,5
annotation_1112,Welsh_299,annotator_050,1,1
annotation_1113,Welsh_312,annotator_050,5,2
annotation_1114,Welsh_285,annotator_050,5,5
annotation_1115,Welsh_302,annotator_050,5,4
annotation_1116,Welsh_277,annotator_050,5,2
annotation_1117,Welsh_270,annotator_050,5,5
annotation_1118,Welsh_306,annotator_050,5,5
annotation_1119,Welsh_294,annotator_050,1,1
annotation_1120,Welsh_309,annotator_050,1,1
annotation_1121,Welsh_300,annotator_050,5,5
annotation_1122,Welsh_274,annotator_050,1,1
annotation_1123,Welsh_301,annotator_050,1,1
annotation_1124,Welsh_307,annotator_050,5,4
annotation_1125,Welsh_271,annotator_050,5,5
annotation_1126,Welsh_313,annotator_050,5,4
annotation_1127,Welsh_303,annotator_050,5,5
annotation_1128,Welsh_297,annotator_050,5,2
annotation_1129,Welsh_289,annotator_050,1,1
annotation_1130,Welsh_308,annotator_050,5,5
annotation_1131,Welsh_319,annotator_050,1,1
annotation_1132,Welsh_279,annotator_050,1,1
annotation_1133,Welsh_273,annotator_050,4,5
annotation_1134,Welsh_284,annotator_050,1,1
annotation_1135,Welsh_311,annotator_050,5,4
annotation_1136,Welsh_287,annotator_050,5,2
annotation_1137,Welsh_310,annotator_050,4,5
annotation_1138,Chinese_546,annotator_002,5,2
annotation_1139,Chinese_565,annotator_002,5,4
annotation_1140,Chinese_520,annotator_002,5,3
annotation_1141,Chinese_542,annotator_002,5,4
annotation_1142,Chinese_563,annotator_002,5,5
annotation_1143,Chinese_523,annotator_002,5,4
annotation_1144,Chinese_539,annotator_002,4,2
annotation_1145,Chinese_548,annotator_002,5,3
annotation_1146,Chinese_534,annotator_002,5,5
annotation_1147,Chinese_525,annotator_002,5,5
annotation_1148,Chinese_543,annotator_002,5,4
annotation_1149,Chinese_547,annotator_002,2,2
annotation_1150,Chinese_555,annotator_002,5,3
annotation_1151,Chinese_532,annotator_002,5,2
annotation_1152,Chinese_545,annotator_002,4,4
annotation_1153,Chinese_537,annotator_002,5,5
annotation_1154,Chinese_540,annotator_002,4,4
annotation_1155,Chinese_564,annotator_002,5,4
annotation_1156,Chinese_521,annotator_002,1,1
annotation_1157,Chinese_528,annotator_002,5,5
annotation_1158,Chinese_552,annotator_002,4,5
annotation_1159,Chinese_533,annotator_002,5,5
annotation_1160,Chinese_526,annotator_002,1,1
annotation_1161,Chinese_568,annotator_002,5,5
annotation_1162,Chinese_544,annotator_002,5,5
annotation_1163,Chinese_527,annotator_002,3,3
annotation_1164,Chinese_535,annotator_002,5,3
annotation_1165,Chinese_558,annotator_002,5,5
annotation_1166,Chinese_557,annotator_002,5,5
annotation_1167,Chinese_560,annotator_002,5,4
annotation_1168,Chinese_550,annotator_002,3,3
annotation_1169,Chinese_549,annotator_002,5,5
annotation_1170,Chinese_551,annotator_002,5,4
annotation_1171,Chinese_522,annotator_002,5,5
annotation_1172,Chinese_569,annotator_002,5,5
annotation_1173,Chinese_561,annotator_002,4,4
annotation_1174,Chinese_562,annotator_002,3,2
annotation_1175,Chinese_524,annotator_002,5,3
annotation_1176,Chinese_556,annotator_002,4,2
annotation_1177,Chinese_566,annotator_002,3,3
annotation_1178,Chinese_538,annotator_002,5,4
annotation_1179,Chinese_541,annotator_002,1,1
annotation_1180,Chinese_530,annotator_002,5,5
annotation_1181,Chinese_553,annotator_002,5,5
annotation_1182,Chinese_567,annotator_002,5,4
annotation_1183,Chinese_536,annotator_002,3,3
annotation_1184,Chinese_554,annotator_002,5,5
annotation_1185,Chinese_559,annotator_002,4,3
annotation_1186,Chinese_529,annotator_002,5,5
annotation_1187,Chinese_531,annotator_002,5,3
annotation_1188,French_439,annotator_035,5,4
annotation_1189,French_422,annotator_035,5,4
annotation_1190,French_444,annotator_035,5,4
annotation_1191,French_423,annotator_035,4,4
annotation_1192,French_447,annotator_035,5,4
annotation_1193,French_460,annotator_035,5,5
annotation_1194,French_436,annotator_035,5,5
annotation_1195,French_432,annotator_035,5,4
annotation_1196,French_442,annotator_035,5,5
annotation_1197,French_456,annotator_035,3,2
annotation_1198,French_449,annotator_035,5,5
annotation_1199,French_468,annotator_035,5,3
annotation_1200,French_458,annotator_035,5,5
annotation_1201,French_461,annotator_035,5,5
annotation_1202,French_434,annotator_035,5,5
annotation_1203,French_454,annotator_035,5,5
annotation_1204,French_424,annotator_035,5,5
annotation_1205,French_446,annotator_035,5,5
annotation_1206,French_420,annotator_035,5,5
annotation_1207,French_426,annotator_035,5,5
annotation_1208,French_437,annotator_035,5,5
annotation_1209,French_429,annotator_035,5,5
annotation_1210,French_445,annotator_035,4,4
annotation_1211,French_450,annotator_035,5,5
annotation_1212,French_465,annotator_035,5,4
annotation_1213,French_438,annotator_035,5,5
annotation_1214,French_427,annotator_035,4,5
annotation_1215,French_430,annotator_035,5,5
annotation_1216,French_457,annotator_035,5,5
annotation_1217,French_433,annotator_035,5,5
annotation_1218,French_441,annotator_035,5,5
annotation_1219,French_459,annotator_035,1,1
annotation_1220,French_453,annotator_035,4,4
annotation_1221,French_462,annotator_035,5,5
annotation_1222,French_455,annotator_035,4,4
annotation_1223,French_464,annotator_035,5,5
annotation_1224,French_466,annotator_035,5,5
annotation_1225,French_467,annotator_035,4,3
annotation_1226,French_428,annotator_035,5,4
annotation_1227,French_463,annotator_035,4,4
annotation_1228,French_451,annotator_035,3,3
annotation_1229,French_440,annotator_035,4,2
annotation_1230,French_448,annotator_035,5,5
annotation_1231,French_421,annotator_035,5,4
annotation_1232,French_435,annotator_035,1,1
annotation_1233,French_425,annotator_035,4,4
annotation_1234,French_452,annotator_035,5,5
annotation_1235,French_469,annotator_035,4,4
annotation_1236,French_431,annotator_035,1,1
annotation_1237,French_443,annotator_035,4,4
annotation_1238,Chinese_542,annotator_021,4,4
annotation_1239,Chinese_546,annotator_021,2,2
annotation_1240,Chinese_534,annotator_021,3,5
annotation_1241,Chinese_522,annotator_021,5,5
annotation_1242,Chinese_560,annotator_021,4,4
